,tweet,dialect
20876,-مع انو الاهتمام يزيد احيانااا ضيق لشخص,Djibouti
20877,ننام مبسوطين بقي.,Egypt
20878,غادي يخلصهم من جيبه اااا عفوا من الأموال المنهوبة من طرفه لي قالك يسترجعها انت ما تعرفش التعويقة السياسية ااا عفوا الحنكة السياسية المفروض مجيجيد,Algeria
20879,ليامات الي عديتهم منغير انترنات: خدمة حبست، اصحاب تغشيش مني، نقصلي الدم و السكر و الماكلة و برشا حاجات اخرين... شكراااا تيليكوم و توبنات -_-,Tunisia
20880,كله كلام وخلاص!! URL ,Libya
20881,عييتونا يا صحافة الشيفون,Algeria
20882,ياربب ياارب بسرعه ابا افتكك,Iraq
20883,"بعد المرات تايكون بينك وبين الفلوس غا بيت ولكن زهرك هو هداك شغادير نهار سبت ويستهام فاخر دقيقة حرماتنا من 6 مليون ونص بسباب موان 4,5 ، لبارح سيتي وليوما الليفر اللينعل جدك اصلاح مكاين لافخر العرب لا زبي كون كملنا الدار ولا تراجي  URL ",Morocco
20884, USER  تاتي تواتي وين بعدت حياتي,Iraq
20885,شتبون روحو ذاكرو,Saudi_Arabia
20886,حتي لو صاحبت مليون واحدة عمري ما هاحِبها ربع حبي ليكي ولا هاتبقي فـ حياتي زيك ابدا .. انتي الاولويات وانتي الحياة <3 <3,Egypt
20887,فرقة رخمة والله,Syria
20888,“الانسداح قبل #النوم وانت ماسك الجوال يعادل السفر حول العالم =((”,Saudi_Arabia
20889,ألف مبروك يا سايس,Egypt
20890,ذاك أنا مللي قايلو,Mauritania
20891,#الاتحاد_النصر مو ينتظر المدرب ؟!!!! يغير,Iraq
20892,ايوه غير بالحر,Saudi_Arabia
20893,ليته يحس إني بكل وقت انتظر حكيه,Iraq
20894,غريب كيف كلهم تابعين لنفس الخط السياسي. او مش غريب. ما بعرف  URL  …,Lebanon
20895,مش ناقص غير الثور هو الي يتكلم عن العقرب.. شوفوا مين بيتكلم,Egypt
20896,ما بقى شي ويأذن URL ,Kuwait
20897, URL  … طب شو مشان هاد,Syria
20898,ايديك مصقعات خوذ عطله  URL ,Libya
20899,ربي يرحمو زعزعني فديو بزاف,Algeria
20900,نورتي الدنيا بطلتك يا حلوتنا,Algeria
20901,ماشي خليكي معاا السحاب بقي  URL  …,Egypt
20902,التريند بيقع مش كده اومال #الإقالة_لوزيرة_الصحة,Egypt
20903,لا هنبرشم ان شاء الله,Egypt
20904,ريتويت من هنا لبكره,Egypt
20905,اها يعني اني جاي ابتلى عليكم,Iraq
20906,"""ان لم تستح فافعل ماشئت \""لعن الله السارق يسرق بيضه فتقطع يده ويسرق الحبل فتقطع يده\"" انت ملعون ورزازات بالضبط يا السارق بلاد جدتي من ابي الله يلعن اللي مايحشم""",Morocco
20907,امين يارب .. ربي يسعدك يزن ويخليلك أحبابك,Jordan
20908,فوقي بقي مصر روحت,Tunisia
20909,ما الذي يجعلك قلقاً؟ — من غير حاجة انا متوترة  URL ,Egypt
20910,فيه برنامج اسمه ZEDGE,Oman
20911,اي ده عندك كيراش؟ — علي حسب ؟  URL  …,Egypt
20912,كنت هربان من البشر...زاد خداعهم و انتشر,Oman
20913,ربي يسلمكم من كل شر,Oman
20914,إنت أجمل حاجة حصلت #صابر_الرباعي,Iraq
20915,انا تعبت من الكتابة لما يصل ذاك اليوم رح نشوف بس إنسى بعرف أنو رح أشوفكم إنقرضتوا .,Algeria
20916,والله انا مكسل ماسافر رحلة التخرج بتاعتنا دى,Egypt
20917,النوم بيحضن حزني دايما,Egypt
20918,ضو الشتاء رومنسي شوق و وله.,Jordan
20919,+++ والمشكلة تعبانة من النوم والتمدد,Iraq
20920,و غير أجي نسولك و سير بوووووووووم  URL  …,Morocco
20921,حبيبتي انتي علينا وعليك..خلينا نشوفك,Saudi_Arabia
20922,قررت اني اروح فتح الله مع امي و اختي كان اسوء قرار في حياتي حرفيا,Egypt
20923,منحبش عشان مايقهرنش هذا الراي,Libya
20924,بربي نحنا شعب محشش  URL ,Syria
20925,"اعزائي الحكام العرب , اعتبروه للأقصى بحمص أو الزبداني و اجتمعو كرمالو كم دقيقة , منافقين",Syria
20926,يعني هتشكروني ولا لا  USER ,Lebanon
20927,معرفش يا نصة الظاهر كده,Egypt
20928,زينه هذي حج الوتساب,Oman
20929,يستاهل بو محمد والف مبروك,Syria
20930,ماعرفتني والله ،اهم شي تشبيه ساره وريم ، ساره الثانيه حبيبة قلبي  URL ,Saudi_Arabia
20931,شكله يشبه الحصو عدا طعما اللي ماينحب,Iraq
20932,المشكلة اذا اللي يسولف لوح وما يفهم ، انتي تعطيه هالابتسامة وهو يستمر ف سوالفه البيض,Oman
20933, USER  مو مشكله بس ما شاءالله عليك ماكو شي ما تسويله رتويت,United_Arab_Emirates
20934,ابطال ايه ياحبيبي........ اتغطي كويس,Egypt
20935,كل ما بقدر يوم انساك برجع ادور واستناك,Egypt
20936,صبعه اللي في النص منتفخ,Qatar
20937,الصقر ربي يسلمه دار توحد لحفتر وصياعه  URL  …,Libya
20938,يسلم قلبك.. ويخليك,Algeria
20939,طلع مؤلم اوي الحب اللي من طرف واحد ده ..وبالاخص لما الاخر تكون بلدك .....󾌴󾌴󾌴,Egypt
20940,#ماتريX_وفولورز_للسبت اي يا ملوك الفولو  URL ,Egypt
20941, USER  راح اتواصل معاك واسلمك ياه بنفسي ولايهمك,Iraq
20942,برجولية انا عجبني و باش نصوتلو لازمك تسمعو,Tunisia
20943,العقبه .. جو خرافي,Jordan
20944,لحد يكذب عليك ويقول اسوء شعور انك تخسر حبيب اصعب شعور صح انك تصحى من النوم وتلاقي شاحنك 1٪ وتفتحه ويطفي عليك ههههههههههههههههه,Saudi_Arabia
20945,الكلام مابي فائدة اذا فينجر مستمر,Iraq
20946,اه طلعة بر مع الحبايب والذبيحة بالصندوق,Saudi_Arabia
20947,هتلاقي عند محلات اللابات فيه حاجات كتير و موجود بوينتر و ريموت مع بعض شفته مع مدرس قبل كدة,Egypt
20948,ياااااااه مين اللي خلاكي نايمي وغطاكي وبعدا جبلك البشاميل لعندك,Syria
20949,حقيقة مقودة جل شعب(المواقع)كيما داكوتا جونسون في فيلم 50 شايدس أوف ڨراي يتناك على التعذيب الدكتاتورية والطغيان كيما القحبة تحب دير شواكر يرخسوها وينيكوها بالضرب السادية مليحة يا قحاااب ياااه؟ والعقاب جيد لتنظيم الصفوف .. كونطرولي الكومنتار نيكمك وما تعارضش الآدمين باش يرضى عليك,Algeria
20950,هههههه اواه الهربة تسلك,Algeria
20951,شوف شريف بقي لاعب كام ماتش ب كام كلين شيت !!,Tunisia
20952,وليفربول حقق الابطال بسببك بعد ..ياهو نافخ نفسه URL  …,Saudi_Arabia
20953,خبريني بس تلاقي اي شي ايم دايينغ هير,Syria
20954,راح اغيره قريبآ,Iraq
20955,و هلاء وصلت بغداد بدي ارجع ع اربيل امانة ما بذي ضل هون,Iraq
20956,"""أبوي جالس يمدحلي مال الداخلية، قمت تحمست وقلتله \""ايوه ويصلوا واجد\"" المهم أتوقع من بعدها م يفتح معي موضوع ثانيةً.""",Oman
20957,ليا 10 سنين وانا نقرا فى كلمة هانت,Libya
20958,كذب قديش صار في عالم عقلها اجرامي ومريضة نفسيا,Syria
20959,جميييل بصح اكي تباني خايفة منه,Algeria
20960,ظهر الفساد احس الساعه قريبه جدا,Iraq
20961,كسم بورسعيد ارضا و شعبا و جمهورا .. افشخوهم,Tunisia
20962,مريم بن مامي متعرفش تحكي بالعربي؟,Tunisia
20963,والله فشروا وطويله ع رقبتهم,Lebanon
20964,جربه اكويس للكحة وخفف من الدخان,Libya
20965,كل سنه وأنتي سعيده في حياتك وبحياتك والسنه دي تفضلي تعملي كل حاجه بتحبيها فيها بإذن الله ويحصل فيها كل حاجه تفرحك ان شاء الله,Egypt
20966,"Türkmen Fikir Merkezi heyeti ile yapılan görüşme, كوبوونةوةى لةگةل شاندى سةنتةرى هـزرى توركمانى . URL ",Iraq
20967,سبحان الله متقرمطين والتعب فى وجوههم باين .....لقد تحررنا وحررنا الوطن URL ,Egypt
20968,خاف عليها واحتويها .. خليكـ كل الدنيا ليها... هتبقى عايزاك دايما معاها ... هتبقى انت عايش جواها .. احضنها وقت...  URL ,Tunisia
20969,الناس اللي كذا ترتاح تعيش معاهم عمرك كله ولا تفكر,United_Arab_Emirates
20970,ومافي أحلا من الثقة بالله  URL  …,Syria
20971,اتكلم بكل جديه الي مستعد يرسل على الخاص اسمه وان شاء الله اكتب وصيه قبل مايذبحني اني مسامحته ولا ديه ولاهم يحزنون,Iraq
20972,مع الوقت هتتعلم تبعد نفسك عن اي جدال مالوش لزمة ، حتى لو انت صاحب الحق هتشتري دماغك,Lebanon
20973,يلعن شرفك عشرف سمو ولي العهد ابن سلول,Syria
20974,حبيت نساعدك كنك يافلو,Libya
20975,نفسي اسوي كذا URL  …,Somalia
20976,اىو انتي تفهمين,Somalia
20977,يارب هذا الأسبوع يخلص بسرررعه ويعدّي على خير,Saudi_Arabia
20978, USER  اجرنا واجرچ يزاج الله خير..,Kuwait
20979,يا جماعة انتوا مُش open minded انتوا متربتوش و الله.,Egypt
20980,بتتكلمي في بديهيات ليه ؟,Egypt
20981,ايه الصباح ده,Egypt
20982,ياعمري انتي انتي تستاهلي اكتر من كدا والله مهما عملنا قليل عليكي جدا بحبك الله يسعدك حبيبتي  URL  …,Saudi_Arabia
20983,شطحت بعيييد شديد المره دي URL  …,Yemen
20984,وانا بعدك اي فاضيلي نااو,Egypt
20985,مــاتقرآشْ بزآفــ ~ #النقّْــــصْ تولـــيِ عــايِشْ ~ #زيــآدةْ <3 !,Algeria
20986,انشاءالله ما ترجع بخير و سلامة و تشوف جهنم بطريقك يا مجرم,Iraq
